id,value_a,value_b,value_c,category,flag,text_field
0,104.57075619631647,469.7469956768488,1.6258845666068018,D,0,Record_0 description
1,84.40023840639256,603.9382638228852,87.60470311359875,B,0,Record_1 description
2,111.25676793709685,471.49888231508595,30.125390159704935,D,0,Record_2 description
3,114.1084707458682,559.0012454773669,413.49241639966766,B,0,Record_3 description
4,70.73447217019245,425.31058559920984,21.31763923935739,C,0,Record_4 description
5,80.46730739706523,483.5649953705896,136.8485180420787,C,0,Record_5 description
6,101.91760604750928,423.9982356071535,203.50549347436538,A,0,Record_6 description
7,95.25636111484627,472.877353927955,574.0010787713649,B,0,Record_7 description
8,99.74798263743567,567.2246509965917,58.095631277691986,A,0,Record_8 description
9,87.2043410863963,361.8143661446121,347.15597994257854,A,0,Record_9 description
10,113.19096962294243,534.7538914836686,152.73387440243943,B,0,Record_10 description
11,111.66687903143422,519.0188481865822,346.00400841055455,B,0,Record_11 description
12,100.99046046341824,452.4680035442565,71.62601359535599,A,0,Record_12 description
13,116.90861810452049,384.31537164892364,66.553797868849,B,0,Record_13 description
14,107.01264013378068,505.7703606171096,50.554605101063,C,0,Record_14 description
15,87.11061305675142,457.6405832748958,208.7793643821079,A,0,Record_15 description
16,105.53126176123749,-2896.6749179304725,129.92532201905334,B,0,Record_16 description
17,85.61676098756502,501.74817164187544,173.215862493018,B,0,Record_17 description
18,113.17675451960909,628.1423113056733,256.5656749770563,C,0,Record_18 description
19,99.2511113352062,480.85154980215805,230.81548739880975,B,0,Record_19 description
20,97.2270645468211,418.1202005902508,209.05965732892224,C,0,Record_20 description
21,89.78605683394088,514.3420507965053,279.74952794850185,B,0,Record_21 description
22,118.33812008011046,517.5997347177412,6.887364689094968,B,0,Record_22 description
23,97.68205776896797,608.7350060192349,300.9879707772603,B,0,Record_23 description
24,93.57508266755339,566.8088996731663,260.0822553246714,A,0,Record_24 description
25,94.71799674267656,-2112.3021831250294,87.73262862489419,C,0,Record_25 description
26,107.98463778330023,617.0642312975649,47.94547134592707,A,0,Record_26 description
27,105.48166096546117,404.8989556541719,142.12288313194458,B,0,Record_27 description
28,106.19098917393983,448.81987738002016,405.13914922772693,D,0,Record_28 description
29,106.46231504511825,425.873924687558,65.18561271245585,D,0,Record_29 description
30,132.12471401305692,468.81521574753856,286.6578476103995,C,1,Record_30 description
31,93.90377475423077,389.8651081954953,593.8115777309931,D,0,Record_31 description
32,92.31635906392694,550.8120757451524,79.76493413890024,D,0,Record_32 description
33,87.79340907628183,482.22218423209813,860.5544321459687,B,0,Record_33 description
34,109.23969133863244,382.33549643978733,12.079196545117698,D,0,Record_34 description
35,1593.755959680232,418.75367350339667,7.436995125487848,B,0,Record_35 description
36,98.29078813517687,525.0811077960157,371.46174482119545,B,0,Record_36 description
37,87.39765284556208,567.0501254315504,129.0776310699815,C,0,Record_37 description
38,87.6327817646314,659.7384713353429,121.20922026906918,D,0,Record_38 description
39,109.75889181737051,733.1089972805864,391.8354582968189,D,0,Record_39 description
40,111.14881256805164,533.1527546620797,494.99994133160794,B,0,Record_40 description
41,108.14731402457792,420.8369503974509,164.8556805057907,C,0,Record_41 description
42,90.01735439066958,329.43629754149526,421.3110778032889,A,0,Record_42 description
43,103.4824198460008,521.4169169875069,202.093969448452,D,0,Record_43 description
44,101.75028713711092,-1536.3784394910613,100.29259259940264,C,0,Record_44 description
45,103.2803289509352,466.7714191856252,48.658503328379055,C,0,Record_45 description
46,113.07143166922285,451.03225607521534,275.3530491986417,D,0,Record_46 description
47,103.35393323162023,488.7367290866892,428.17672873931645,C,0,Record_47 description
48,110.18370344607843,585.2784184630115,533.9773929724723,A,0,Record_48 description
49,101.01368604233338,512.5638853956276,60.402129476253585,B,1,Record_49 description
50,104.33679098034976,487.3092130369049,205.15993673276364,A,0,Record_50 description
51,109.4693233875781,417.1476997739351,102.66068614593968,C,0,Record_51 description
52,78.14266270216501,-2616.137562963064,342.3856839562516,A,0,Record_52 description
53,95.20493175464048,461.09536727413354,44.14289278629045,A,0,Record_53 description
54,92.94441018560806,495.69739593453437,11.789296972073693,C,1,Record_54 description
55,90.41683227634987,641.4343930863906,72.18281945805593,C,0,Record_55 description
56,3033.4109537877684,510.42196171783087,14.132072856515226,C,0,Record_56 description
57,122.42411966851594,578.6191608818447,94.2207398245028,D,0,Record_57 description
58,87.01253326460136,460.05635211686786,97.57600163559003,D,0,Record_58 description
59,114.52417531887221,405.20449868663803,22.677838435763057,A,0,Record_59 description
60,74.75695342576293,422.79065902141025,617.4460553672845,D,0,Record_60 description
61,94.97672455021338,441.98191483713975,60.436066620653484,C,0,Record_61 description
62,102.44129597657508,670.2775785948131,239.35356533337108,C,0,Record_62 description
63,3799.1037783562642,434.2890656620491,40.14411454592054,A,0,Record_63 description
64,110.66839869689282,567.0791362989075,101.75339123669353,C,0,Record_64 description
65,111.90020852799887,427.7658257530379,18.048742736891324,C,0,Record_65 description
66,94.76912391627343,574.5258410299396,23.568394192542335,C,0,Record_66 description
67,93.0647231100315,530.7960772884691,2.2302471622178475,A,0,Record_67 description
68,112.8696382188573,487.46896818735274,323.0734123426393,C,0,Record_68 description
69,97.13043512677578,496.7389979091653,71.05094718765531,D,0,Record_69 description
70,4762.377638782074,447.61698436564876,138.5265036535857,C,0,Record_70 description
71,83.0006917899478,535.6857761185664,173.7892979457169,A,0,Record_71 description
72,86.20821570997583,463.6013215727376,35.962605983758536,D,0,Record_72 description
73,107.45741116080646,401.95153889862013,586.62939382891,D,0,Record_73 description
74,102.13638604105847,397.7649940544305,109.3288720864789,A,0,Record_74 description
75,110.35728031101652,513.8070334177695,15.075045878232322,D,0,Record_75 description
76,3596.9326209812357,626.3273005128348,21.608786259974853,B,0,Record_76 description
77,102.37809536615072,512.7993290858751,99.26666099292495,C,0,Record_77 description
78,109.38385590951005,490.5089339112094,25.398228377267586,B,0,Record_78 description
79,95.35980190419642,522.8660911682034,65.26530881537774,D,0,Record_79 description
80,106.85162856336117,604.480139336546,148.66695443399624,D,0,Record_80 description
81,90.07111088400023,517.5506001091085,8.299421181661467,D,0,Record_81 description
82,94.55419230152393,467.125821533301,71.77895090440346,D,0,Record_82 description
83,94.27393159002506,588.5030968047911,313.9776316490084,D,0,Record_83 description
84,82.0624053161644,534.3005150769291,14.904341956143547,A,0,Record_84 description
85,107.30458721178373,622.8604793596794,194.0715948163841,B,0,Record_85 description
86,92.95896489695915,514.6587549777524,10.093969190679736,C,0,Record_86 description
87,100.18741178091531,402.04247746236,535.6217557034075,C,0,Record_87 description
88,107.21119988358863,390.54726406034683,50.839176636427666,A,0,Record_88 description
89,106.69796764044916,632.0742345785,49.01642119826188,A,0,Record_89 description
90,109.98077663459179,637.8932576626637,218.0214052256793,C,0,Record_90 description
91,98.52271773235864,485.6384629373919,451.8733803065756,C,1,Record_91 description
92,93.65052531933769,-1476.8701047909785,637.5473858729621,A,0,Record_92 description
93,98.80422683640401,616.9155433793762,276.34523845635965,A,0,Record_93 description
94,74.68998349062954,411.436345436521,345.5223259685605,A,0,Record_94 description
95,78.2933129136537,428.42183848353386,219.36925153758665,C,0,Record_95 description
