id,value_a,value_b,value_c,category,flag,text_field
0,104.57075619631647,495.2573883179254,6.207624186479805,D,0,Record_0 description
1,84.40023840639256,441.6570450901071,62.234555297672856,D,0,Record_1 description
2,111.25676793709685,466.84215473313134,114.43678490231055,C,0,Record_2 description
3,114.1084707458682,550.7128302186994,88.74729933847554,B,0,Record_3 description
4,70.73447217019245,500.2394632959965,105.73561221790524,D,0,Record_4 description
5,80.46730739706523,527.2167981494671,355.3391114142805,A,0,Record_5 description
6,101.91760604750928,553.6063393761751,6.9559725837963295,B,0,Record_6 description
7,95.25636111484627,470.01268296819126,437.38871307865327,B,0,Record_7 description
8,99.74798263743567,560.4998530903845,67.6170806946262,C,0,Record_8 description
9,87.2043410863963,530.3074082766716,66.37953919173796,C,0,Record_9 description
10,113.19096962294243,401.21495304708174,226.33391381816304,D,0,Record_10 description
11,4102.903256089112,615.3843832948995,392.5761696705967,D,1,Record_11 description
12,100.99046046341824,459.9404204994467,163.44709878315587,B,0,Record_12 description
13,116.90861810452049,367.5923725451853,55.29662048612438,D,0,Record_13 description
14,107.01264013378068,416.3965032330958,21.845363820157456,A,0,Record_14 description
15,87.11061305675142,418.3163871457342,108.01711766864148,D,0,Record_15 description
16,105.53126176123749,504.17386549260266,15.445013077825712,A,0,Record_16 description
17,85.61676098756502,478.09195955630105,380.9988200802225,D,0,Record_17 description
18,113.17675451960909,473.05344258875255,69.39645489782133,B,0,Record_18 description
19,99.2511113352062,549.5761572385983,258.5050355551717,D,0,Record_19 description
20,97.2270645468211,527.1900288954163,327.3229074995169,A,0,Record_20 description
21,89.78605683394088,525.2838296515429,171.64384317694302,B,0,Record_21 description
22,118.33812008011046,532.7862765862955,264.6608219196311,D,0,Record_22 description
23,97.68205776896797,549.290773440179,166.90133775698976,A,0,Record_23 description
24,93.57508266755339,331.3637326578046,85.01691748144223,B,0,Record_24 description
25,94.71799674267656,470.8449398188431,251.94973681903684,A,0,Record_25 description
26,107.98463778330023,325.5831948408421,233.54601571496408,B,0,Record_26 description
27,105.48166096546117,502.8847941438236,30.565864119443237,B,0,Record_27 description
28,106.19098917393983,499.62936222205235,283.65216526057924,C,0,Record_28 description
29,106.46231504511825,583.6425819831744,89.94324807358774,B,0,Record_29 description
30,132.12471401305692,595.0107514176897,536.4857242741479,A,0,Record_30 description
31,2187.754951270891,516.2220038601894,369.8014552614528,A,0,Record_31 description
32,92.31635906392694,459.971113808248,144.46553782833666,D,0,Record_32 description
33,87.79340907628183,538.812889003659,187.25352825796875,D,0,Record_33 description
34,109.23969133863244,457.76658901405494,28.333841386174903,A,0,Record_34 description
35,116.93458439081337,499.8885878845321,134.86599463124304,A,0,Record_35 description
36,98.29078813517687,578.8909053568614,116.92819422947618,A,0,Record_36 description
37,87.39765284556208,455.3782923208461,92.03641343504931,D,0,Record_37 description
38,87.6327817646314,564.4542911394001,122.79217717195607,C,0,Record_38 description
39,109.75889181737051,554.1921094953842,829.2321338689625,D,0,Record_39 description
40,111.14881256805164,423.6166546295343,30.102980166797273,B,0,Record_40 description
41,108.14731402457792,577.9115302573921,18.020794889734443,C,0,Record_41 description
42,90.01735439066958,555.8853076297204,120.07378982676707,A,0,Record_42 description
43,103.4824198460008,508.15407098981257,80.1472646365792,C,0,Record_43 description
44,101.75028713711092,439.0141233577878,207.39532363978395,C,0,Record_44 description
45,103.2803289509352,431.2635185139544,56.1577435466498,B,0,Record_45 description
46,113.07143166922285,456.9869938477582,387.5270570040459,C,0,Record_46 description
47,103.35393323162023,543.4075570633568,328.45568862318396,C,0,Record_47 description
48,110.18370344607843,423.5499866078882,41.538186921121486,B,0,Record_48 description
49,101.01368604233338,535.0009798895896,26.945140385913106,A,0,Record_49 description
50,104.33679098034976,400.65955768972856,226.47169238835016,A,0,Record_50 description
51,109.4693233875781,483.67451324489207,6.754950803537417,D,0,Record_51 description
52,78.14266270216501,508.7718203659207,61.261170447560254,B,0,Record_52 description
53,95.20493175464048,695.6104116047134,401.79020393543163,B,0,Record_53 description
54,92.94441018560806,389.81474755837064,27.354938232132227,C,0,Record_54 description
55,90.41683227634987,617.7611653192107,172.27633428597707,B,0,Record_55 description
56,95.87286623159974,511.9873931189824,124.66228691266414,B,0,Record_56 description
57,122.42411966851594,532.893753441277,665.1098337240834,C,0,Record_57 description
58,87.01253326460136,509.46783307105636,91.24648502380407,C,0,Record_58 description
59,114.52417531887221,535.5781454556186,339.1491824940796,C,0,Record_59 description
60,74.75695342576293,487.7051916510386,471.85583698883323,A,0,Record_60 description
61,94.97672455021338,616.3240145165967,32.67962705002286,B,0,Record_61 description
62,102.44129597657508,463.4823084620222,129.93895281756352,B,0,Record_62 description
63,108.79333497038917,590.5787657743398,148.9498130721622,C,0,Record_63 description
64,4174.310997566425,448.45063038295814,128.39690979665352,A,0,Record_64 description
65,3674.341783283937,495.17985228789706,349.14876546143654,A,0,Record_65 description
66,94.76912391627343,414.24299581678247,10.19361905110762,D,0,Record_66 description
67,93.0647231100315,536.4018976278016,53.902720867768316,C,0,Record_67 description
68,112.8696382188573,615.6100765541227,42.281942212489234,D,0,Record_68 description
69,97.13043512677578,493.8115056143317,17.587222528329637,B,0,Record_69 description
70,80.86470514993117,-1786.691305153185,51.83609155916721,D,0,Record_70 description
71,83.0006917899478,410.83064295456586,76.12004588800363,B,0,Record_71 description
72,86.20821570997583,481.65658771581536,78.38883897228125,C,0,Record_72 description
73,107.45741116080646,372.5764592222778,6.233343301064839,A,0,Record_73 description
74,102.13638604105847,426.96976106249383,145.54793231058244,D,0,Record_74 description
75,110.35728031101652,518.1428836887309,34.58943746972063,B,0,Record_75 description
76,93.59121030495199,605.5210558193116,105.75815560886642,D,0,Record_76 description
77,102.37809536615072,724.7368688983602,130.61149858047443,B,0,Record_77 description
78,109.38385590951005,453.0731931943279,180.86564562259466,D,0,Record_78 description
79,95.35980190419642,614.8240125316352,95.36169631505481,B,0,Record_79 description
80,106.85162856336117,519.5001984321318,17.239221743948047,A,0,Record_80 description
81,90.07111088400023,487.90018826028995,2.3704712130181815,A,0,Record_81 description
82,94.55419230152393,534.6075561380921,99.75973999583225,C,0,Record_82 description
83,94.27393159002506,504.9533186943967,317.2616236688612,A,0,Record_83 description
84,82.0624053161644,508.8316580489775,699.9607006741114,B,0,Record_84 description
85,107.30458721178373,467.33334697386647,262.4980495438251,C,0,Record_85 description
86,92.95896489695915,388.1512272160919,88.5877359262933,B,0,Record_86 description
87,100.18741178091531,376.50998379823346,534.9984566664791,A,0,Record_87 description
88,107.21119988358863,552.2595906624981,479.4930915960033,C,0,Record_88 description
89,106.69796764044916,477.8639927931429,290.5887523463695,C,0,Record_89 description
90,109.98077663459179,452.3128880275067,493.40496804751996,C,0,Record_90 description
91,98.52271773235864,500.6804501378523,274.86083948066084,D,0,Record_91 description
92,93.65052531933769,563.5945802332502,148.97113756984714,A,0,Record_92 description
93,98.80422683640401,514.4291154421119,309.85785685256525,B,0,Record_93 description
94,74.68998349062954,447.5156050687226,198.89967312218232,A,0,Record_94 description
95,78.2933129136537,598.103436451916,458.65613953803796,D,0,Record_95 description
96,80.15950581468397,626.3348402385305,49.153299105342704,C,0,Record_96 description
97,85.04129758597777,539.5645324258282,30.005594632574756,A,0,Record_97 description
98,105.99661340085154,577.8930809075272,121.86483605842753,C,0,Record_98 description
99,86.41781416959908,599.3567997451049,24.132823496223594,A,0,Record_99 description
100,2913.9737525659393,590.4079453123611,124.76377373410736,B,0,Record_100 description
101,119.48842446679097,-1837.7313461050408,226.8937262065955,C,0,Record_101 description
102,94.6560404340786,547.8677637659906,381.2116368406543,C,0,Record_102 description
103,111.0627335270063,541.5728458677202,699.8923612887675,D,0,Record_103 description
104,85.99573479985185,412.21298603623654,75.82856544418085,C,0,Record_104 description
105,96.91843663198554,556.0578525487668,96.38812542423153,D,0,Record_105 description
106,85.74966917634129,391.5348823098757,87.53716484089797,C,0,Record_106 description
107,94.91450386149157,-3621.9654742358734,9.33751083216341,A,0,Record_107 description
108,112.60462206186094,604.285205424647,34.65767949148887,A,0,Record_108 description
109,74.09019365211478,567.2176130155358,21.281506326635075,D,0,Record_109 description
110,106.51635465318786,618.991863174869,164.67302174063062,A,0,Record_110 description
111,103.56603403498417,478.2660493050166,112.03948652691665,B,0,Record_111 description
112,91.08775066454808,407.8200926978586,561.7256348007742,A,0,Record_112 description
113,78.30913218417318,480.76502423437256,5.668428776802611,B,0,Record_113 description
114,101.08194261570804,508.1625037792459,63.70596736141334,C,0,Record_114 description
115,92.05760936404296,506.31909730720076,101.03388864953482,A,0,Record_115 description
116,103.49014317032056,590.6944383005361,182.09759181559065,B,0,Record_116 description
117,100.32778218285165,471.09836599972436,52.4507053585885,D,0,Record_117 description
118,124.02668336981372,528.1627577442339,74.89051122192615,A,0,Record_118 description
119,96.40966558790464,420.9098280452315,53.29529100315459,A,0,Record_119 description
120,84.64753761067203,536.0253822435051,230.1710187278011,B,0,Record_120 description
121,102.68913452434474,500.24868401485094,52.63748881796241,D,0,Record_121 description
122,103.29995025957648,-4696.498595936862,248.48477394287238,B,0,Record_122 description
123,120.38781362860655,481.13365102601176,249.6910332150248,C,0,Record_123 description
124,112.52666868871867,485.2659402787823,152.04592720753283,A,0,Record_124 description
125,105.35306588724264,478.3875896530323,73.05266177125446,C,0,Record_125 description
126,121.94954336829343,641.7072993814147,23.458558925230324,A,0,Record_126 description
127,82.16855418515723,492.12431981536963,113.13892739365137,C,0,Record_127 description
128,90.40372700875378,480.48831118581296,224.57854251173694,A,1,Record_128 description
129,86.10136087891712,332.20392339118865,1903.6239400796421,D,0,Record_129 description
130,94.15285295266348,428.4634118416418,74.62272271545044,B,0,Record_130 description
131,2599.8049242699635,478.9541260434918,28.69346326524585,A,0,Record_131 description
132,109.52726420221606,445.1317859058686,18.16791223065571,B,0,Record_132 description
133,96.66665954351839,610.5366074702238,443.58331933158,A,0,Record_133 description
134,77.93790558246013,486.8049779683025,137.28753043384373,A,0,Record_134 description
135,84.76631378188688,603.0755399454602,70.61235031510145,C,0,Record_135 description
136,104.70270771175294,504.9363707240294,117.24747096524793,B,0,Record_136 description
137,112.57189851841572,502.97822691372613,81.32863084428685,B,0,Record_137 description
138,129.9509633753768,492.8962841829999,110.73886053643743,D,0,Record_138 description
139,143.70793699010994,500.30370012971673,194.87951470408166,A,0,Record_139 description
140,106.21614149913995,637.5036002439888,51.0151341472948,B,0,Record_140 description
141,85.15692819952204,314.43114185990254,269.73276638315275,A,0,Record_141 description
142,68.01930578903037,339.8763404449057,315.79958916042733,B,0,Record_142 description
143,104.01567193515754,456.5463335155109,28.940538567620393,B,0,Record_143 description
144,87.80588357034512,501.1622305550055,31.537053461443858,A,0,Record_144 description
145,93.76964109730471,-4728.453793484688,113.27074362859952,A,0,Record_145 description
146,90.81854801410287,537.846975842198,271.9584464576344,D,0,Record_146 description
147,97.88813670375423,469.2603269695544,89.702786171374,A,0,Record_147 description
148,115.98970346181466,581.523495459341,1027.5501013466421,D,0,Record_148 description
149,102.35572851168017,582.4156322522185,329.0689981441368,D,0,Record_149 description
150,97.62047744441968,-4990.594376486042,10.806153596031514,B,0,Record_150 description
151,84.46519370761283,577.0126057989473,175.25123494454414,B,1,Record_151 description
152,74.87975582943464,521.8116210745703,265.12136456435184,D,0,Record_152 description
153,92.70538136390003,455.0813578573693,27.280436106852886,D,0,Record_153 description
154,99.1932617377252,555.8253471200004,377.7841104084311,A,0,Record_154 description
155,126.51894870369824,508.8490498062942,49.14140625814736,D,0,Record_155 description
156,101.95411782209328,500.10718774035894,46.644515175327435,D,0,Record_156 description
157,114.74109266534586,617.836285775166,188.1477191221877,A,0,Record_157 description
158,92.51056602191272,303.93022971679306,13.246525624304114,A,0,Record_158 description
159,82.22584350374463,386.5852663872344,208.79851108796234,C,0,Record_159 description
160,85.52324856651443,405.03436589005037,56.05644446153357,A,0,Record_160 description
161,89.1216090319637,470.93914819449554,47.808023718086595,C,0,Record_161 description
162,131.92704598652747,479.6313464187176,240.8783221303071,A,0,Record_162 description
163,87.6791998116342,379.4139481781562,136.78200808213904,C,0,Record_163 description
164,112.57733805604518,421.1873574151339,253.54950220595293,A,0,Record_164 description
165,86.45609232869461,431.13266571811437,156.73916684756745,A,0,Record_165 description
166,113.97359519311367,696.5939273660713,428.4923611624202,A,0,Record_166 description
167,105.77426449158794,-3837.651660245299,318.40774999182037,A,0,Record_167 description
168,97.65043153512865,-3029.295918372278,98.24439968342969,C,0,Record_168 description
169,99.3885621079685,470.91333677545606,209.18753873528124,A,0,Record_169 description
170,90.17818456855915,408.06368022493643,24.489854405653556,D,0,Record_170 description
171,106.69108302223121,347.34956694197865,240.9485192143172,C,0,Record_171 description
172,93.17524779488829,490.6495850873181,23.28633648735506,B,0,Record_172 description
173,81.61591354349127,420.17184134047795,3.644479609279498,D,0,Record_173 description
174,80.83093638520572,493.2119574670392,103.04437934122998,C,0,Record_174 description
175,102.58881876583179,371.9835320765218,87.09195269409834,C,0,Record_175 description
176,2142.035966761665,439.04204333517936,227.28157152863733,A,1,Record_176 description
177,102.39987420360157,511.8901676242265,17.05729044439408,C,0,Record_177 description
178,98.22042510835176,529.296767822715,458.28368828743083,C,0,Record_178 description
179,104.28739209403814,533.3977566993611,366.65216672667054,D,0,Record_179 description
180,119.59002612560238,394.360881267437,554.5112562366816,B,0,Record_180 description
181,103.29073752045784,568.3748584108449,20.005564431600888,C,0,Record_181 description
182,93.83609153749394,435.98306427185196,85.81278166493351,B,0,Record_182 description
183,116.59433065089833,550.6286331685845,37.51305241541273,A,0,Record_183 description
184,106.4313465769242,499.1489058705445,49.08542286576103,A,0,Record_184 description
185,123.03633987993987,389.8890000737642,116.58872616035829,D,0,Record_185 description
186,102.74851655832859,-1017.6036876142023,61.28905247738684,C,0,Record_186 description
187,81.63296452419249,529.2290993651014,49.924263282799885,B,0,Record_187 description
188,79.47761201131502,549.0372304379679,88.92138890019325,C,0,Record_188 description
189,124.76391898346874,488.72096820444654,152.66835584648953,A,0,Record_189 description
190,125.85498581174946,622.5423112480842,36.997759711381704,A,0,Record_190 description
191,97.307211800761,580.6008616789247,81.08854425268659,C,0,Record_191 description
192,94.25219018296018,479.4676706880198,125.80745758843761,C,0,Record_192 description
193,4217.107331110297,560.0097449709556,413.23559832293233,D,0,Record_193 description
194,83.39431476934769,-4687.857336812836,153.5465772411714,D,0,Record_194 description
195,86.5790947156626,656.8387680626422,553.2850490732411,B,0,Record_195 description
196,109.64990192033567,401.7600095342002,597.9476515977968,D,0,Record_196 description
197,94.08092315710616,425.87735110742796,43.286976148616716,B,0,Record_197 description
198,99.92317199919893,618.7935029387081,19.403139403172855,D,0,Record_198 description
199,2391.482646884273,415.33751593298905,589.5555887526824,A,0,Record_199 description
200,105.06361823198401,394.19670933666566,484.8664808743873,A,0,Record_200 description
201,121.11222791970576,461.10446954407627,829.6875456597155,A,0,Record_201 description
202,101.35877360352619,533.6181367579669,285.55019880602305,D,0,Record_202 description
203,109.65908189915287,491.8082634711123,21.28170877224986,A,0,Record_203 description
204,69.24741848453466,447.95491036755266,189.367254681579,D,0,Record_204 description
205,99.26922397104823,446.0630030620393,150.58135797320008,C,0,Record_205 description
206,1978.2513731434929,443.0130348469833,349.8152601849257,A,0,Record_206 description
207,81.71780409364558,429.6392297072846,43.10930697412862,D,0,Record_207 description
208,86.82771449606874,682.5306301820849,38.06434941368096,A,0,Record_208 description
209,2600.848084706393,523.8008856948444,170.0047235140477,A,0,Record_209 description
210,113.73853813534019,570.9407243523791,26.208157558361577,C,0,Record_210 description
211,80.10410923390654,460.8738025504861,28.55153417926009,B,0,Record_211 description
212,100.45947238891627,485.1234658251161,462.9747241405555,B,0,Record_212 description
213,92.73745849999632,442.9156814903716,546.8086371017918,A,0,Record_213 description
214,95.08490358457058,287.86333320646384,413.18509734321475,C,0,Record_214 description
215,115.04136737956907,-3119.2024436298843,261.80286687366873,A,0,Record_215 description
216,108.07173155505889,355.1505056015684,78.66856192225228,A,0,Record_216 description
217,120.06097161164115,320.0172977638714,80.65117170667006,C,0,Record_217 description
218,97.68241481125149,404.3712820561518,374.52895683749176,B,0,Record_218 description
219,89.56086082493945,605.9964543505305,700.1459775279328,C,0,Record_219 description
220,96.64211774679251,496.44510658365164,1.000409464775853,A,0,Record_220 description
221,103.63745186906833,603.245100985694,967.4504693994853,C,0,Record_221 description
222,102.64860037680566,532.87860615207,42.47386736292843,D,0,Record_222 description
223,83.7341789164995,562.6047060572128,352.948712829598,B,0,Record_223 description
224,101.35734672441811,427.928240375634,48.200865328038006,B,0,Record_224 description
225,103.42342495208358,541.9160763354137,90.61435418365333,C,0,Record_225 description
226,137.7621105630088,558.2971387259477,206.2709818729163,C,0,Record_226 description
227,128.15266916922505,453.86821662130455,55.65632930945985,A,0,Record_227 description
228,87.2013497416177,544.7632296492933,486.49798888410487,C,0,Record_228 description
229,95.68924957676236,545.2950206859866,30.864012747710827,A,0,Record_229 description
230,78.04836997244496,456.0357903095934,13.92648453590267,C,0,Record_230 description
231,91.1393947905477,410.1785254183204,640.8777116150762,D,0,Record_231 description
232,104.73407505385511,405.26973344813825,329.92426440505443,C,0,Record_232 description
233,118.0878043133235,506.92044335371696,94.24866554858782,D,0,Record_233 description
234,89.06374243384587,526.1607895031452,128.05811903041212,B,0,Record_234 description
235,90.18780339898305,436.59793356336684,217.95943132343191,D,0,Record_235 description
236,67.79066455392018,502.1268273060879,321.8781811008527,D,0,Record_236 description
237,97.56001119182639,545.6429628910788,94.89521903083985,D,0,Record_237 description
238,84.06378382210656,549.455257173224,204.20670930910435,C,0,Record_238 description
239,92.0584085895089,624.1504096097991,63.220637740726694,C,0,Record_239 description
240,86.84708832748618,602.1584665758435,6.745235223779527,C,0,Record_240 description
241,98.58606168621165,419.8966853794765,362.32056225767553,D,0,Record_241 description
242,73.63407412965053,634.6868967630418,21.975210573962155,D,0,Record_242 description
243,77.99432131913514,457.5218796355428,4.145487620852228,B,0,Record_243 description
244,131.93870668042447,583.5898249963542,437.31522762205407,A,0,Record_244 description
245,80.68866128088953,505.43893008408713,461.28517313479387,A,0,Record_245 description
246,83.54821632318041,467.02804972344256,119.24392435850125,A,0,Record_246 description
247,127.5537029248197,355.3842512180054,162.3330828245891,A,0,Record_247 description
248,143.57600753860612,486.2748391826921,89.21994184399863,A,0,Record_248 description
249,82.42650056761988,375.2493411755513,106.29283055720849,A,0,Record_249 description
250,94.47626564817955,577.3839388674218,55.4047926565706,D,0,Record_250 description
251,105.12333326410764,621.3434125711399,49.06610277576263,A,0,Record_251 description
252,125.93046466608388,436.24712085626476,82.83295571365927,C,0,Record_252 description
253,85.19714382357644,524.1576594015417,358.58764091648567,B,0,Record_253 description
254,96.32083231086835,441.96867823936196,641.0467269756849,A,0,Record_254 description
255,111.66006364092615,449.7212215890568,322.53558791343016,C,0,Record_255 description
256,106.52149111699929,561.9595763092298,245.7171762094578,D,0,Record_256 description
257,94.35765893154851,496.916939052527,130.4130887031737,D,0,Record_257 description
258,97.99265553225938,639.1718433544809,67.64957641738476,D,0,Record_258 description
259,79.37656287445027,461.4214017037663,200.81931678349872,C,0,Record_259 description
260,96.42739384038002,579.9469065979591,13.495838581038408,C,0,Record_260 description
261,96.00418764986567,507.79307303662256,772.3721604555138,A,0,Record_261 description
262,103.48254834439383,-2660.482442448304,246.83609093629028,D,0,Record_262 description
263,91.67009171771475,464.2273874136043,420.911865045986,C,0,Record_263 description
264,107.07307783817708,496.03529299587336,2.615313330359219,B,0,Record_264 description
265,115.19073726729744,490.7600896560852,21.059350656106712,B,0,Record_265 description
266,102.33143991502699,433.115430812337,284.7366274970228,C,0,Record_266 description
267,105.27634612598806,552.9665227665403,5.470040114194183,A,0,Record_267 description
